Network ID	Year	Fueling-Station Demand [kg]	Non-Fueling-Station Demand [kg]	Geometry [WKT]	Period
00970 | Albany--Schenectady, NY	2037	406609	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2038	541219	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2039	714059	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2040	936146	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2041	1219020	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2042	1575280	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2043	2021750	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2044	2584160	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2045	3281510	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2046	4140490	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2047	5186270	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2048	6446420	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2049	7938160	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2050	9671030	0	POINT(-73.79843198 42.74594498)	Year
01171 | Albuquerque, NM	2038	2750.8	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2039	7027.84	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2040	13542	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2041	23216.9	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2042	37582.8	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2043	58310.3	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2044	79995.5	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2045	108093	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2046	144650	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2047	191857	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2048	251406	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2049	326090	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2050	418186	0	POINT(-106.6305308 35.14181823)	Year
01279 | Alexandria, LA	2047	204.614	0	POINT(-92.45338697 31.33775465)	Year
01279 | Alexandria, LA	2048	510.099	0	POINT(-92.45338697 31.33775465)	Year
01279 | Alexandria, LA	2049	951.571	0	POINT(-92.45338697 31.33775465)	Year
01279 | Alexandria, LA	2050	1566.87	0	POINT(-92.45338697 31.33775465)	Year
01495 | Allentown, PA--NJ	2032	5434.51	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2033	14065.1	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2034	26820.9	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2035	45540	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2036	72764.3	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2037	112346	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2038	153001	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2039	205913	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2040	273680	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2041	360875	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2042	472506	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2043	612861	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2044	790405	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2045	1014530	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2046	1296160	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2047	1650860	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2048	2103410	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2049	2673530	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2050	3389070	0	POINT(-75.43406804 40.64704127)	Year
01549 | Alliance, OH	2048	88.3921	0	POINT(-81.09586957 40.91483039)	Year
01549 | Alliance, OH	2049	218.7	0	POINT(-81.09586957 40.91483039)	Year
01549 | Alliance, OH	2050	404.36	0	POINT(-81.09586957 40.91483039)	Year
01765 | Alton, IL--MO	2048	132.995	0	POINT(-90.12501488 38.89785959)	Year
01765 | Alton, IL--MO	2049	329.057	0	POINT(-90.12501488 38.89785959)	Year
01765 | Alton, IL--MO	2050	608.4	0	POINT(-90.12501488 38.89785959)	Year
01792 | Altoona, PA	2042	268.606	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2043	681.819	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2044	1303.56	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2045	2214.59	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2046	3543.95	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2047	5419.46	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2048	7298.89	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2049	9634.79	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2050	12520.4	0	POINT(-78.39236418 40.48586982)	Year
01927 | Amarillo, TX	2039	549.816	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2040	1403.38	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2041	2698.1	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2042	4617.23	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2043	7457.49	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2044	11543.3	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2045	15784	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2046	21242.7	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2047	28279.7	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2048	37274.8	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2049	48445.2	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2050	62220.2	0	POINT(-101.8483336 35.19831874)	Year
02062 | Ames, IA	2047	128.045	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2048	319.214	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2049	595.483	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2050	980.531	0	POINT(-93.63249542 42.02834529)	Year
02386 | Anderson, IN	2048	330.674	0	POINT(-85.67970521 40.08975887)	Year
02386 | Anderson, IN	2049	818.156	0	POINT(-85.67970521 40.08975887)	Year
02386 | Anderson, IN	2050	1512.71	0	POINT(-85.67970521 40.08975887)	Year
02413 | Anderson, SC	2041	400.538	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2042	1018.66	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2043	1951.42	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2044	3325.48	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2045	5342.16	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2046	8210.5	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2047	11125.6	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2048	14805.6	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2049	19428.8	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2050	25150.6	0	POINT(-82.66056461 34.52186967)	Year
02602 | Ann Arbor, MI	2041	1553.84	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2042	3951.78	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2043	7570.31	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2044	12900.8	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2045	20724.3	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2046	31851.6	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2047	43160.4	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2048	57436.4	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2049	75371.7	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2050	97568.8	0	POINT(-83.66385655 42.23945681)	Year
02683 | Antioch, CA	2023	59.2097	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2024	188.647	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2025	347.744	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2026	601.754	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2027	1237.22	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2028	12384.9	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2029	31773.6	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2030	57184.8	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2031	85027.1	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2032	117445	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2033	152888	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2034	197903	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2035	253549	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2036	321334	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2037	403874	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2038	503040	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2039	621935	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2040	764003	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2041	934088	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2042	1137370	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2043	1378170	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2044	1660090	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2045	1985250	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2046	2352780	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2047	2758060	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2048	3194560	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2049	3652150	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2050	4119200	0	POINT(-121.7824221 37.9910797)	Year
02764 | Appleton, WI	2042	1083.29	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2043	2749.78	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2044	5257.27	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2045	8931.45	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2046	14292.8	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2047	21856.8	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2048	29436.5	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2049	38857.2	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2050	50495	0	POINT(-88.41125098 44.24719796)	Year
02926 | Arcata-McKinleyville, CA	2040	2.25615	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2041	6.71027	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2042	11.5398	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2043	18.7055	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2044	35.8531	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2045	327.241	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2046	823.538	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2047	1468.78	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2048	2180.93	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2049	3031.62	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2050	4002.56	0	POINT(-124.0902056 40.91477131)	Year
03196 | Arroyo Grande--Grover Beach, CA	2023	22.633	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2024	72.1106	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2025	132.925	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2026	230.021	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2027	472.929	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2028	4734.15	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2029	12145.5	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2030	21859	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2031	32501.7	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2032	44893.5	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2033	58441.6	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2034	75648.6	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2035	96919.5	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2036	122830	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2037	154382	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2038	192288	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2039	237735	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2040	292041	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2041	357056	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2042	434761	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2043	526807	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2044	634572	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2045	758863	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2046	899354	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2047	1054270	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2048	1221130	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2049	1396040	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2050	1574570	0	POINT(-120.6069725 35.11826348)	Year
03331 | Asheboro, NC	2050	81.8254	0	POINT(-79.80657546 35.73209465)	Year
03358 | Asheville, NC	2033	1099.74	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2034	2807.54	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2035	5416.66	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2036	9298.24	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2037	15107.8	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2038	23583.2	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2039	32633.5	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2040	44601.6	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2041	60512.6	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2042	81659.3	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2043	109301	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2044	145669	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2045	193216	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2046	254762	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2047	333933	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2048	436011	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2049	564517	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2050	723753	0	POINT(-82.56431524 35.49874033)	Year
03763 | Athens-Clarke County, GA	2039	847.461	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2040	2163.11	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2041	4158.73	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2042	7116.78	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2043	11494.6	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2044	17792.3	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2045	24328.7	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2046	32742.5	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2047	43589	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2048	57453.7	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2049	74671.3	0	POINT(-83.39779667 33.94374817)	Year
03763 | Athens-Clarke County, GA	2050	95903.4	0	POINT(-83.39779667 33.94374817)	Year
03817 | Atlanta, GA	2028	33213.4	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2029	81508.8	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2030	151551	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2031	251159	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2032	398243	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2033	609606	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2034	832982	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2035	1130650	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2036	1527870	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2037	2061800	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2038	2769480	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2039	3716450	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2040	4980610	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2041	6653270	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2042	8868550	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2043	11827300	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2044	15734800	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2045	20867500	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2046	27549500	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2047	36163600	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2048	47131600	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2049	60856300	0	POINT(-84.33245188 33.82407101)	Year
03817 | Atlanta, GA	2050	77687900	0	POINT(-84.33245188 33.82407101)	Year
03898 | Atlantic City, NJ	2026	3079.54	0	POINT(-74.59101524 39.37057779)	Year
03898 | Atlantic City, NJ	2027	7994.38	0	POINT(-74.59101524 39.37057779)	Year
03898 | Atlantic City, NJ	2028	15174.5	0	POINT(-74.59101524 39.37057779)	Year
03898 | Atlantic City, NJ	2029	25690.1	0	POINT(-74.59101524 39.37057779)	Year
03898 | Atlantic City, NJ	2030	41153.9	0	POINT(-74.59101524 39.37057779)	Year
