Infrastructure ID	Network ID	Year	Capacity [kg/yr]	Yield [upstream/kg]	Cost [$/kg]	Old Cost [$/kg] (before variable costs were used)	Update_information	capacity_information	Technology	Period
SMR58	@ El Segundo, CA	2016	30524657.73	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR59	@ Euclid, OH	2016	194028.0197	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR60	@ Fairless Hills, PA	2016	248335.7915	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR61	@ Fort Worth, TX	2016	93122.33983	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR62	@ Freeport, TX	2016	16232413.85	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR63	@ Gainesville, GA	2016	102461.907	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR64	@ Gallatin, TN	2016	194028.0197	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR65	@ Geismar, LA	2016	14382822.46	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR66	@ Great Falls, MT	2016	646704.9584	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR67	@ Hamilton, MS	2016	1086447.871	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR68	@ Hannibal, MO	2016	124145.4855	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR69	@ Hartford, IL	2016	323379.298	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR70	@ Henderson, NV	2016	478547.9291	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR71	@ Huntsville, AL	2016	64676.00656	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR72	@ Ingleside, TX	2016	90538.9146	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR73	@ Institute, WV	2016	1086447.871	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR74	@ Jacksonville, IL	2016	121569.4079	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR75	@ Joliet, IL	2016	4656321.99	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR76	@ Kalama, WA	2016	37250.2585	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR77	@ Karns City, PA	2016	77610.76701	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR78	@ Kingsport, TN	2016	646704.9584	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR79	@ La Porte, TX	2016	27304013.32	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR80	@ LaBarge, WY	2016	1940115.61	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR81	@ Lake Charles, LA	2016	45211397.1	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR82	@ Laurel, MT	2016	5432345.163	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR83	@ Lemont, IL	2016	15521019.66	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR84	@ Lima, OH	2016	6648200.889	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR85	@ Lincoln, NE	2016	279378.0409	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR86	@ Linden, NJ	2016	4022517.993	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR87	@ Longview, TX	2016	6226.378101	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR88	@ Longview, WA	2016	620834.7027	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR89	@ Louisville, KY	2016	93126.01364	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR90	@ Luling, LA	2016	16167684.21	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR91	@ Mankato, MN	2016	362185.0489	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR92	@ Mapleton, IL	2016	496689.2172	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR93	@ Marcus Hook, PA	2016	776056.9715	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR94	@ Martinez, CA	2016	42812067.36	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR95	@ McIntosh, AL	2016	3699192.333	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR96	@ McPherson, KS	2016	13800761.18	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR97	@ Memphis, TN	2016	1132015.642	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR98	@ Middleton, OH	2016	129352.0131	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR99	@ Midland, MI	2016	96987.191	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR100	@ Mobile, AL	2016	1461574.294	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR101	@ Mont Belvieu, TX	2016	7501866.423	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR102	@ Mont Belview, TX	2016	5173695.509	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR103	@ Moses Lake, WA	2016	491483.4243	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR104	@ Mount Vernon, IN	2016	349195.916	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR105	@ New Castle, DE	2016	372490.0941	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR106	@ New Orleans, LA	2016	11226821.74	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR107	@ Newell, WV	2016	530288.4405	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR108	@ Niagara Falls, NY	2016	4061323.744	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR109	@ Norco, LA	2016	23928239.23	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR110	@ Norcross, GA	2016	514767.3157	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR111	@ Ontario, CA	2016	1241669.405	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR112	@ Pasadena, TX	2016	10347337.38	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR113	@ Pascagoula, MS	2016	28455137.2	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR114	@ Paulsboro, NJ	2016	1746088.325	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR115	@ Pensacola, FL	2016	1487437.936	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR116	@ Petrolia, PA	2016	194028.0197	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR117	@ Plaquemine, LA	2016	10787079.56	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR118	@ Point Comfort, TX	2016	2858459.355	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR119	@ Ponca City, OK	2016	6053179.865	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR120	@ Port Arthur, TX	2016	72560651.22	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR121	@ Port Edwards, WI	2016	271638.7867	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR122	@ Princeton, LA	2016	1164058.638	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
SMR123	@ Proctor, WV	2016	64676.00656	0	0	2.227980288		Assumed 15% unused capacity at the plant. Used 423.3 scf/kg to convert scf to kg. Price = 0.514USD(2014)/100scf.	Existing or Planned SMR (no CCS)	Year
